,ticketid,subject,description,status_idup,priority_idup,user_id,created_at,Category,application_name,assigned_to,Resolution_notes,Resolution_code,resolved_date,resolution_notes_ITSM,resolved_by
777,778.0,unable to log in to engineering tool and skype,unable to log in to engineering tool and skype,3,2,4,28-12-2022 12:45,Login,Skype,raghav_it,Make sure that you’re signing in to the correct Skype account. Enter your registered email address on this link to check the correct Skype account that you’re using.,34.0,14-10-2022 20:40,We received a lot of concerns same as yours and I would like to inform you that this is a known-issue. Our engineers and developers are now working on it. We’ll let you know once the issue has been fixed.,Akash
778,779.0,unable to disable add ins on outlook,unable to disable add ins on outlook,4,2,5,29-12-2022 12:45,Configuration,Outlook,raghav_it,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,35.0,14-10-2022 20:40,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,Akash
779,780.0,engineering tool says not connected and unable to submit reports,engineering tool says not connected and unable to submit reports,3,2,6,30-12-2022 12:45,Report,Engineering_tool,raghav_it,"Try turning off the Wi-Fi on your device, then re-enabling it.",36.0,07-12-2022 17:09,Restart the server,aditya
780,781.0,hr_tool site not loading page correctly,hr_tool site not loading page correctly,3,2,3,31-12-2022 12:45,Page_not_load,Hr_tool,raghav_it,Check your wifi connection.Your antivirus might block access to some sites or even all of them.,37.0,14-10-2022 20:40,Currently server is down for this tool. Our engineers are working on it.Will let you know once the issue is fixed.,
781,782.0,Want to reset the password for outlook,hi I want to reset my outlook password.,4,2,4,15-11-2022 00:00,Login,Outlook,raghav_it,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",38.0,14-10-2022 20:41,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",Akash
782,783.0,unable to open payslips ,"Hi,We are facing Pay slip issue on the production server with the some useru2019s.When they click up on the Salary Statement Link they are getting pay slip I View but there payslip is not getting display.Its not showing any error or any dump u2026its not showing any thing just black..",2,2,5,16-11-2022 00:00,Finance,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,39.0,14-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,Akash
783,784.0,sap crashing,sap crashing ,1,2,1,17-11-2022 12:45,Crash,SAP,raghav_it,,40.0,,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
784,785.0,Not able to access ERP,Not able to access ERP,1,2,1,13-11-2022 11:15,Access,ERP,raghav_it,,41.0,,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
785,786.0,Sap password reset,Forgot sap password need reset,1,2,1,24-11-2022 11:15,Login,SAP,raghav_it,,42.0,,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
786,787.0,Windows account locked,windows account locked need urgently,1,2,2,18-11-2022 01:30,Login,Windows,raghav_it,,43.0,,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
787,788.0,sap crashing,sap crashing,1,2,2,19-11-2022 01:30,Crash,SAP,raghav_it,,44.0,,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
788,789.0,windows updated some features not working,Windows update done and now some features are not working,5,2,6,20-11-2022 01:30,Configuration,Windows,raghav_it,,45.0,07-12-2022 18:56,Windows version degraded to a lower version,aditya
810,811.0,Not able to access ERP,Not able to access ERP,1,2,1,13-11-2022 11:15,Access,ERP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,17.0,16-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
963,910.0,login issue,Unable to login as it shows incorrect login details,2,2,5,04-01-2023 00:00,Login,ERP,arjun,Check your username and password input. Check if caps is on.,5.0,14-10-2022 15:06,The management will provide you with new username and password as the prevous one is expired,
964,911.0,login issue,Unable to login as it shows incorrect login details,2,2,5,05-01-2023 00:00,Login,ERP,arjun,Check your username and password input. Check if caps is on.,5.0,14-10-2022 15:06,The management will provide you with new username and password as the prevous one is expired,
965,912.0,outlook,outlook frozen,3,2,6,06-01-2023 00:00,Crash,Outlook,shubhangi,Restart your outlook,6.0,07-12-2022 22:25,Check the server connection.,aditya
966,913.0,outlook,outlook frozen,3,2,6,07-01-2023 00:00,Crash,Outlook,shubhangi,Restart your outlook,6.0,07-12-2022 22:25,Check the server connection.,aditya
967,914.0,cant log in to vpn,cant log in to vpn,2,2,7,08-01-2023 00:00,Login,VPN,shubhangi,check your network settings.Check if you are connected to internet.,7.0,07-12-2022 18:50,Check the firewall configuration and setup the access,aditya
968,915.0,cant log in to vpn,cant log in to vpn,2,2,7,09-01-2023 00:00,Login,VPN,,check your network settings.Check if you are connected to internet.,7.0,07-12-2022 18:50,Check the firewall configuration and setup the access,aditya
969,916.0,unable to access hr_tool page,unable to access hr_tool page,3,2,1,10-01-2023 00:00,Login,Hr_tool,raghav_it,check your network settings.Check if you are connected to internet.,8.0,07-12-2022 17:04,Server need to be restarted,raghav_it
970,917.0,unable to access hr_tool page,unable to access hr_tool page,3,2,1,11-01-2023 00:00,Login,Hr_tool,raghav_it,check your network settings.Check if you are connected to internet.,8.0,07-12-2022 17:04,Server need to be restarted,raghav_it
971,918.0,skype error ,skype crashing,2,2,2,12-01-2023 00:00,Crash,Skype,raghav_it,Restart skype.Restart your computer.,9.0,14-10-2022 20:20,Reset and Repair Skype app at Settings > Apps > Apps & Features > Skype app > Advanced Options.,akash
972,919.0,skype error ,skype crashing,2,2,2,13-01-2023 00:00,Crash,Skype,,Restart skype.Restart your computer.,9.0,14-10-2022 20:20,Reset and Repair Skype app at Settings > Apps > Apps & Features > Skype app > Advanced Options.,akash
983,930.0,unable to open payslips ,"Hi,We are facing Pay slip issue on the production server with the some useru2019s.When they click up on the Salary Statement Link they are getting pay slip I View but there payslip is not getting display.Its not showing any error or any dump u2026its not showing any thing just black..",2,2,5,24-01-2023 00:00,Finance,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,15.0,14-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,Akash
984,931.0,unable to open payslips ,"Hi,We are facing Pay slip issue on the production server with the some useru2019s.When they click up on the Salary Statement Link they are getting pay slip I View but there payslip is not getting display.Its not showing any error or any dump u2026its not showing any thing just black..",2,2,5,25-01-2023 00:00,Finance,SAP,,Try installing the latest version as previous version had some problems with pdf version.,15.0,14-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,Akash
985,932.0,sap crashing,sap crashing ,1,2,1,26-01-2023 00:00,Crash,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,16.0,15-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
986,933.0,Not able to access ERP,Not able to access ERP,1,2,1,27-01-2023 00:00,Access,ERP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,17.0,16-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
998,945.0,login issue,Unable to login as it shows incorrect login details,2,2,5,07-10-2022 00:45,Login,ERP,arjun,Check your username and password input. Check if caps is on.,29.0,14-10-2022 15:06,The management will provide you with new username and password as the prevous one is expired,
999,946.0,outlook,outlook frozen,3,2,6,08-10-2022 00:45,Crash,Outlook,shubhangi,Restart your outlook,30.0,07-12-2022 22:25,Check the server connection.,aditya
1000,947.0,cant log in to vpn,cant log in to vpn,2,2,7,09-10-2022 00:45,Login,VPN,shubhangi,check your network settings.Check if you are connected to internet.,31.0,07-12-2022 18:50,Check the firewall configuration and setup the access,aditya
1001,948.0,unable to access hr_tool page,unable to access hr_tool page,3,2,1,10-10-2022 00:45,Login,Hr_tool,raghav_it,check your network settings.Check if you are connected to internet.,32.0,07-12-2022 17:04,Server need to be restarted,raghav_it
1002,949.0,skype error ,skype crashing,2,2,2,11-10-2022 00:45,Crash,Skype,raghav_it,Restart skype.Restart your computer.,33.0,14-10-2022 20:20,Reset and Repair Skype app at Settings > Apps > Apps & Features > Skype app > Advanced Options.,akash
1005,952.0,engineering tool says not connected and unable to submit reports,engineering tool says not connected and unable to submit reports,3,2,6,14-10-2022 00:45,Report,Engineering_tool,raghav_it,"Try turning off the Wi-Fi on your device, then re-enabling it.",36.0,07-12-2022 17:09,Restart the server,aditya
1007,954.0,Want to reset the password for outlook,hi I want to reset my outlook password.,4,2,4,16-10-2022 00:45,Login,Outlook,raghav_it,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",38.0,14-10-2022 20:41,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",Akash
1008,955.0,unable to open payslips ,"Hi,We are facing Pay slip issue on the production server with the some useru2019s.When they click up on the Salary Statement Link they are getting pay slip I View but there payslip is not getting display.Its not showing any error or any dump u2026its not showing any thing just black..",2,2,5,17-10-2022 00:45,Finance,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,39.0,14-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,Akash
1009,956.0,sap crashing,sap crashing ,1,2,1,18-10-2022 00:45,Crash,SAP,raghav_it,,40.0,,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1010,957.0,Not able to access ERP,Not able to access ERP,1,2,1,19-10-2022 00:45,Access,ERP,raghav_it,,41.0,,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1014,961.0,windows updated some features not working,Windows update done and now some features are not working,5,2,6,23-10-2022 00:45,Configuration,Windows,raghav_it,,45.0,07-12-2022 18:56,Windows version degraded to a lower version,aditya
1017,964.0,outlook crashing,outlook crashing,3,2,6,26-10-2022 00:45,Crash,Outlook,raghav_it,,48.0,07-12-2022 22:48,Check the server connection.,raghav_it
1022,969.0,login issue,Unable to login as it shows incorrect login details,2,2,5,31-10-2022 00:45,Login,ERP,arjun,Check your username and password input. Check if caps is on.,5.0,14-10-2022 15:06,The management will provide you with new username and password as the prevous one is expired,
1025,972.0,unable to access hr_tool page,unable to access hr_tool page,3,2,1,03-11-2022 00:45,Login,Hr_tool,raghav_it,check your network settings.Check if you are connected to internet.,8.0,07-12-2022 17:04,Server need to be restarted,raghav_it
1026,973.0,skype error ,skype crashing,2,2,2,04-11-2022 00:45,Crash,Skype,raghav_it,Restart skype.Restart your computer.,9.0,14-10-2022 20:20,Reset and Repair Skype app at Settings > Apps > Apps & Features > Skype app > Advanced Options.,akash
1027,974.0,unable to log in to engineering tool and skype,unable to log in to engineering tool and skype,3,2,4,05-11-2022 00:45,Login,Skype,raghav_it,Make sure that you’re signing in to the correct Skype account. Enter your registered email address on this link to check the correct Skype account that you’re using.,10.0,14-10-2022 20:40,We received a lot of concerns same as yours and I would like to inform you that this is a known-issue. Our engineers and developers are now working on it. We’ll let you know once the issue has been fixed.,Akash
1028,975.0,unable to disable add ins on outlook,unable to disable add ins on outlook,4,2,5,06-11-2022 00:45,Configuration,Outlook,raghav_it,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,11.0,14-10-2022 20:40,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,Akash
1029,976.0,engineering tool says not connected and unable to submit reports,engineering tool says not connected and unable to submit reports,3,2,6,07-11-2022 00:45,Report,Engineering_tool,raghav_it,"Try turning off the Wi-Fi on your device, then re-enabling it.",12.0,07-12-2022 17:09,Restart the server,aditya
1030,977.0,hr_tool site not loading page correctly,hr_tool site not loading page correctly,3,2,3,08-11-2022 00:45,Page_not_load,Hr_tool,raghav_it,Check your wifi connection.Your antivirus might block access to some sites or even all of them.,13.0,14-10-2022 20:40,Currently server is down for this tool. Our engineers are working on it.Will let you know once the issue is fixed.,
1031,978.0,Want to reset the password for outlook,hi I want to reset my outlook password.,4,2,4,09-11-2022 00:45,Login,Outlook,raghav_it,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",14.0,14-10-2022 20:41,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",Akash
1032,979.0,unable to open payslips ,"Hi,We are facing Pay slip issue on the production server with the some useru2019s.When they click up on the Salary Statement Link they are getting pay slip I View but there payslip is not getting display.Its not showing any error or any dump u2026its not showing any thing just black..",2,2,5,10-11-2022 00:45,Finance,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,15.0,14-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,Akash
1045,992.0,windows updated some features not working,Windows update done and now some features are not working,5,2,6,23-11-2022 00:45,Configuration,Windows,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,21.0,07-12-2022 18:56,Windows version degraded to a lower version,aditya
1047,994.0,erp crash,erp crash,5,2,1,25-11-2022 00:45,Crash,ERP,raghav_it,,,07-12-2022 01:40,,
1048,995.0,erp crash,erp crash,5,2,1,26-11-2022 00:45,Crash,ERP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,23.0,07-12-2022 01:40,,
1049,996.0,outlook crashing,outlook crashing,3,2,6,27-11-2022 00:45,Crash,Outlook,raghav_it,,,07-12-2022 22:48,Check the server connection.,raghav_it
1050,997.0,outlook crashing,outlook crashing,3,2,6,28-11-2022 00:45,Crash,Outlook,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,24.0,07-12-2022 22:48,Check the server connection.,raghav_it
1058,1005.0,login issue,Unable to login as it shows incorrect login details,2,2,5,06-12-2022 00:45,Login,ERP,arjun,Check your username and password input. Check if caps is on.,5.0,14-10-2022 15:06,The management will provide you with new username and password as the prevous one is expired,
1059,1006.0,login issue,Unable to login as it shows incorrect login details,2,2,5,07-12-2022 00:45,Login,ERP,arjun,Check your username and password input. Check if caps is on.,5.0,14-10-2022 15:06,The management will provide you with new username and password as the prevous one is expired,
1060,1007.0,outlook,outlook frozen,3,2,6,08-12-2022 00:45,Crash,Outlook,shubhangi,Restart your outlook,6.0,07-12-2022 22:25,Check the server connection.,
1061,1008.0,outlook,outlook frozen,3,2,6,09-12-2022 00:45,Crash,Outlook,shubhangi,Restart your outlook,6.0,07-12-2022 22:25,Check the server connection.,
1062,1009.0,cant log in to vpn,cant log in to vpn,2,2,7,10-12-2022 00:45,Login,VPN,shubhangi,check your network settings.Check if you are connected to internet.,7.0,07-12-2022 18:50,Check the firewall configuration and setup the access,
1063,1010.0,cant log in to vpn,cant log in to vpn,2,2,7,11-12-2022 00:45,Login,VPN,,check your network settings.Check if you are connected to internet.,7.0,07-12-2022 18:50,Check the firewall configuration and setup the access,
1064,1011.0,unable to access hr_tool page,unable to access hr_tool page,3,2,1,12-12-2022 00:45,Login,Hr_tool,raghav_it,check your network settings.Check if you are connected to internet.,8.0,07-12-2022 17:04,Server need to be restarted,
1065,1012.0,unable to access hr_tool page,unable to access hr_tool page,3,2,1,13-12-2022 00:45,Login,Hr_tool,raghav_it,check your network settings.Check if you are connected to internet.,8.0,07-12-2022 17:04,Server need to be restarted,
1066,1013.0,skype error ,skype crashing,2,2,2,14-12-2022 00:45,Crash,Skype,raghav_it,Restart skype.Restart your computer.,9.0,14-10-2022 20:20,Reset and Repair Skype app at Settings > Apps > Apps & Features > Skype app > Advanced Options.,
1067,1014.0,skype error ,skype crashing,2,2,2,15-12-2022 00:45,Crash,Skype,,Restart skype.Restart your computer.,9.0,14-10-2022 20:20,Reset and Repair Skype app at Settings > Apps > Apps & Features > Skype app > Advanced Options.,
1078,1025.0,unable to open payslips ,"Hi,We are facing Pay slip issue on the production server with the some useru2019s.When they click up on the Salary Statement Link they are getting pay slip I View but there payslip is not getting display.Its not showing any error or any dump u2026its not showing any thing just black..",2,2,5,26-12-2022 00:45,Finance,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,15.0,14-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1079,1026.0,unable to open payslips ,"Hi,We are facing Pay slip issue on the production server with the some useru2019s.When they click up on the Salary Statement Link they are getting pay slip I View but there payslip is not getting display.Its not showing any error or any dump u2026its not showing any thing just black..",2,2,5,27-12-2022 00:45,Finance,SAP,,Try installing the latest version as previous version had some problems with pdf version.,15.0,14-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1080,1027.0,sap crashing,sap crashing ,1,2,1,28-12-2022 00:45,Crash,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,16.0,15-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1081,1028.0,Not able to access ERP,Not able to access ERP,1,2,1,29-12-2022 00:45,Access,ERP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,17.0,16-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1093,1040.0,login issue,Unable to login as it shows incorrect login details,2,2,5,10-01-2023 00:45,Login,ERP,arjun,Check your username and password input. Check if caps is on.,29.0,14-10-2022 15:06,The management will provide you with new username and password as the prevous one is expired,
1094,1041.0,outlook,outlook frozen,3,2,6,11-01-2023 00:45,Crash,Outlook,shubhangi,Restart your outlook,30.0,07-12-2022 22:25,Check the server connection.,
1095,1042.0,cant log in to vpn,cant log in to vpn,2,2,7,12-01-2023 00:45,Login,VPN,shubhangi,check your network settings.Check if you are connected to internet.,31.0,07-12-2022 18:50,Check the firewall configuration and setup the access,
1096,1043.0,unable to access hr_tool page,unable to access hr_tool page,3,2,1,13-01-2023 00:45,Login,Hr_tool,raghav_it,check your network settings.Check if you are connected to internet.,32.0,07-12-2022 17:04,Server need to be restarted,
1097,1044.0,skype error ,skype crashing,2,2,2,14-01-2023 00:45,Crash,Skype,raghav_it,Restart skype.Restart your computer.,33.0,14-10-2022 20:20,Reset and Repair Skype app at Settings > Apps > Apps & Features > Skype app > Advanced Options.,
1100,1047.0,engineering tool says not connected and unable to submit reports,engineering tool says not connected and unable to submit reports,3,2,6,17-01-2023 00:45,Report,Engineering_tool,raghav_it,"Try turning off the Wi-Fi on your device, then re-enabling it.",36.0,07-12-2022 17:09,Restart the server,
1102,1049.0,Want to reset the password for outlook,hi I want to reset my outlook password.,4,2,4,19-01-2023 00:45,Login,Outlook,raghav_it,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",38.0,14-10-2022 20:41,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",
1103,1050.0,unable to open payslips ,"Hi,We are facing Pay slip issue on the production server with the some useru2019s.When they click up on the Salary Statement Link they are getting pay slip I View but there payslip is not getting display.Its not showing any error or any dump u2026its not showing any thing just black..",2,2,5,20-01-2023 00:45,Finance,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,39.0,14-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1104,1051.0,sap crashing,sap crashing ,1,2,1,21-01-2023 00:45,Crash,SAP,raghav_it,,40.0,,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1105,1052.0,Not able to access ERP,Not able to access ERP,1,2,1,22-01-2023 00:45,Access,ERP,raghav_it,,41.0,,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1109,1056.0,windows updated some features not working,Windows update done and now some features are not working,5,2,6,26-01-2023 00:45,Configuration,Windows,raghav_it,,45.0,07-12-2022 18:56,Windows version degraded to a lower version,
1112,1059.0,outlook crashing,outlook crashing,3,2,6,29-01-2023 00:45,Crash,Outlook,raghav_it,,48.0,07-12-2022 22:48,Check the server connection.,
1117,1064.0,login issue,Unable to login as it shows incorrect login details,2,2,5,04-12-2022 11:15,Login,ERP,arjun,Check your username and password input. Check if caps is on.,5.0,14-10-2022 15:06,The management will provide you with new username and password as the prevous one is expired,
1120,1067.0,unable to access hr_tool page,unable to access hr_tool page,3,2,1,07-12-2022 11:15,Login,Hr_tool,raghav_it,check your network settings.Check if you are connected to internet.,8.0,07-12-2022 17:04,Server need to be restarted,
1121,1068.0,skype error ,skype crashing,2,2,2,08-12-2022 11:15,Crash,Skype,raghav_it,Restart skype.Restart your computer.,9.0,14-10-2022 20:20,Reset and Repair Skype app at Settings > Apps > Apps & Features > Skype app > Advanced Options.,
1122,1069.0,unable to log in to engineering tool and skype,unable to log in to engineering tool and skype,3,2,4,21-01-2023 11:15,Login,Skype,raghav_it,Make sure that you’re signing in to the correct Skype account. Enter your registered email address on this link to check the correct Skype account that you’re using.,10.0,14-10-2022 20:40,We received a lot of concerns same as yours and I would like to inform you that this is a known-issue. Our engineers and developers are now working on it. We’ll let you know once the issue has been fixed.,
1123,1070.0,unable to disable add ins on outlook,unable to disable add ins on outlook,4,2,5,22-01-2023 11:15,Configuration,Outlook,raghav_it,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,11.0,14-10-2022 20:40,Open the Microsoft Outlook client.Select “File” > “Options“.Choose “Add-ins”.Uncheck the Add-ins you wish to turn off.,
1124,1071.0,engineering tool says not connected and unable to submit reports,engineering tool says not connected and unable to submit reports,3,2,6,21-01-2023 11:15,Report,Engineering_tool,raghav_it,"Try turning off the Wi-Fi on your device, then re-enabling it.",12.0,07-12-2022 17:09,Restart the server,
1125,1072.0,hr_tool site not loading page correctly,hr_tool site not loading page correctly,3,2,3,22-01-2023 11:15,Page_not_load,Hr_tool,raghav_it,Check your wifi connection.Your antivirus might block access to some sites or even all of them.,13.0,14-10-2022 20:40,Currently server is down for this tool. Our engineers are working on it.Will let you know once the issue is fixed.,
1126,1073.0,Want to reset the password for outlook,hi I want to reset my outlook password.,4,2,4,21-01-2023 11:15,Login,Outlook,raghav_it,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",14.0,14-10-2022 20:41,"Go to Microsoft account security and select Password security.Enter your current password, enter your new password, and then select Save.",
1127,1074.0,unable to open payslips ,"Hi,We are facing Pay slip issue on the production server with the some useru2019s.When they click up on the Salary Statement Link they are getting pay slip I View but there payslip is not getting display.Its not showing any error or any dump u2026its not showing any thing just black..",2,2,5,22-01-2023 11:15,Finance,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,15.0,14-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1140,1087.0,windows updated some features not working,Windows update done and now some features are not working,5,2,6,31-01-2023 17:02,Configuration,Windows,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,21.0,07-12-2022 18:56,Windows version degraded to a lower version,
1142,1089.0,erp crash,erp crash,5,2,1,03-01-2023 17:28,Crash,ERP,raghav_it,,,07-12-2022 01:40,,
1143,1090.0,erp crash,erp crash,5,2,1,29-12-2022 17:41,Crash,ERP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,23.0,07-12-2022 01:40,,
1144,1091.0,outlook crashing,outlook crashing,3,2,6,24-12-2022 17:54,Crash,Outlook,raghav_it,,,07-12-2022 22:48,Check the server connection.,
1145,1092.0,outlook crashing,outlook crashing,3,2,6,25-12-2022 17:54,Crash,Outlook,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,24.0,07-12-2022 22:48,Check the server connection.,
1153,1100.0,login issue,Unable to login as it shows incorrect login details,2,2,5,18-01-2023 00:00,Login,ERP,arjun,Check your username and password input. Check if caps is on.,5.0,14-10-2022 15:06,The management will provide you with new username and password as the prevous one is expired,
1154,1101.0,login issue,Unable to login as it shows incorrect login details,2,2,5,19-01-2023 00:00,Login,ERP,arjun,Check your username and password input. Check if caps is on.,5.0,14-10-2022 15:06,The management will provide you with new username and password as the prevous one is expired,
1155,1102.0,outlook,outlook frozen,3,2,6,20-01-2023 00:00,Crash,Outlook,shubhangi,Restart your outlook,6.0,07-12-2022 22:25,Check the server connection.,
1156,1103.0,outlook,outlook frozen,3,2,6,21-01-2023 00:00,Crash,Outlook,shubhangi,Restart your outlook,6.0,07-12-2022 22:25,Check the server connection.,
1157,1104.0,cant log in to vpn,cant log in to vpn,2,2,7,22-01-2023 00:00,Login,VPN,shubhangi,check your network settings.Check if you are connected to internet.,7.0,07-12-2022 18:50,Check the firewall configuration and setup the access,
1158,1105.0,cant log in to vpn,cant log in to vpn,2,2,7,23-01-2023 00:00,Login,VPN,,check your network settings.Check if you are connected to internet.,7.0,07-12-2022 18:50,Check the firewall configuration and setup the access,
1159,1106.0,unable to access hr_tool page,unable to access hr_tool page,3,2,1,24-01-2023 00:00,Login,Hr_tool,raghav_it,check your network settings.Check if you are connected to internet.,8.0,07-12-2022 17:04,Server need to be restarted,
1160,1107.0,unable to access hr_tool page,unable to access hr_tool page,3,2,1,14-12-2022 16:15,Login,Hr_tool,raghav_it,check your network settings.Check if you are connected to internet.,8.0,07-12-2022 17:04,Server need to be restarted,
1161,1108.0,skype error ,skype crashing,2,2,2,16-12-2022 17:15,Crash,Skype,raghav_it,Restart skype.Restart your computer.,9.0,14-10-2022 20:20,Reset and Repair Skype app at Settings > Apps > Apps & Features > Skype app > Advanced Options.,
1162,1109.0,skype error ,skype crashing,2,2,2,14-12-2022 20:15,Crash,Skype,,Restart skype.Restart your computer.,9.0,14-10-2022 20:20,Reset and Repair Skype app at Settings > Apps > Apps & Features > Skype app > Advanced Options.,
1173,1120.0,unable to open payslips ,"Hi,We are facing Pay slip issue on the production server with the some useru2019s.When they click up on the Salary Statement Link they are getting pay slip I View but there payslip is not getting display.Its not showing any error or any dump u2026its not showing any thing just black..",2,2,5,16-12-2022 17:15,Finance,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,15.0,14-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1174,1121.0,unable to open payslips ,"Hi,We are facing Pay slip issue on the production server with the some useru2019s.When they click up on the Salary Statement Link they are getting pay slip I View but there payslip is not getting display.Its not showing any error or any dump u2026its not showing any thing just black..",2,2,5,14-12-2022 20:15,Finance,SAP,,Try installing the latest version as previous version had some problems with pdf version.,15.0,14-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1175,1122.0,sap crashing,sap crashing ,1,2,1,17-12-2022 06:00,Crash,SAP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,16.0,15-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1176,1123.0,Not able to access ERP,Not able to access ERP,1,2,1,14-12-2022 16:15,Access,ERP,raghav_it,Try installing the latest version as previous version had some problems with pdf version.,17.0,16-10-2022 20:50,I have fixed this issue.The problem was  with the version of the PDF which is using by End user they r not using upgraded version .We have installed the latest version.,
1188,1135.0,login issue,Unable to login as it shows incorrect login details,2,2,5,22-01-2023 00:45,Login,ERP,arjun,Check your username and password input. Check if caps is on.,29.0,14-10-2022 15:06,The management will provide you with new username and password as the prevous one is expired,
1189,1136.0,outlook,outlook frozen,3,2,6,23-01-2023 16:36,Crash,Outlook,shubhangi,Restart your outlook,30.0,07-12-2022 22:25,Check the server connection.,
